verdict,title,lot_string,grade_class,language,product_line,current_total,max_bid_total,max_bid_hammer,headroom,comp,n_sales_90d,last_sold,confidence,fc_comp,fc_n_sales,fc_last_sold,win_likely,floor,active_supply,bids,auction_ends_at,url,reason
PASS,2002 Pokemon Legendary Collection Reverse Holo Gyarados #12 CGC 10 GEM MINT,WA238 Lot: 11021F2,CGC10_GEM,EN,TCG,3000.0,1690.23,1408.53,-1309.77,2618.18,0,,0.35,1440.0,2,2025-05-26,True,35000.0,1,11,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/ef4c8226-8d04-11f1-89fe-0a58a9feac02/2002-pokemon-legendary-collection-reverse-holo-gyarados-12-cgc-10-gem-mint,current price already above max bid
PASS,2001 Pokemon Southern Islands Reverse Holo Mew #1 CGC 10 GEM MINT,WA238 Lot: 10862F2,CGC10_GEM,EN,TCG,3240.0,1725.64,1438.04,-1514.36,2672.73,0,,0.35,1470.0,2,2025-06-16,True,,,25,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/ef4799be-8d04-11f1-a61e-0a58a9feac02/2001-pokemon-southern-islands-reverse-holo-mew-1-cgc-10-gem-mint,current price already above max bid
PASS,1998 Pokemon Japanese Topsun Cracked Ice Holo Dragonite #149 CGC 10 GEM MINT,WA239 Lot: 11819,CGC10_GEM,JA,TOPSUN,1890.0,375.01,312.51,-1514.99,580.0,3,2026-08-06,0.53,,,,,,,20,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/f52fbdfe-9054-11f1-af8c-0a58a9feac02/1998-pokemon-japanese-topsun-cracked-ice-holo-dragonite-149-cgc-10-gem-mint,current price already above max bid
REJECT,2003 Pokemon Skyridge Holo Crystal Charizard #146 CGC 10 GEM MINT,WA238 Lot: 11420F1,CGC10_GEM,EN,TCG,28800.0,,,,28347.27,2,2026-07-06,0.51,8850.0,2,2024-08-05,,,,30,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/3daa88a2-8d21-11f1-8517-0a58a9feac02/2003-pokemon-skyridge-holo-crystal-charizard-146-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Black Star Promo EX Series Collector's Tin Holo Pikachu #12 CGC 10 PRISTINE,WA238 Lot: 11095,CGC10_PRISTINE,EN,TCG,2640.0,,,,3050.0,1,2026-07-05,0.46,,,,,,,62,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6681607c-86ad-11f1-8b5e-02ba9858bad3/2003-pokemon-black-star-promo-ex-series-collectors-tin-holo-pikachu-12-cgc-10-pristine,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2006 Pokemon EX Legend Maker Holo Registeel Gold Star #92 CGC 10 GEM MINT,WA238 Lot: 11991F2,CGC10_GEM,EN,TCG,1950.0,,,,3577.27,2,2026-06-23,0.46,1425.0,8,2026-05-18,,,,12,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/57da6908-8ce6-11f1-95b6-0a58a9feac02/2006-pokemon-ex-legend-maker-holo-registeel-gold-star-92-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Japanese Gym 2 Holo Blaine's Charizard #6 CGC 10 GEM MINT,WA238 Lot: 10063F1,CGC10_GEM,JA,TCG,420.0,,,,2109.41,1,2026-05-25,0.3,1340.0,3,2026-06-15,,,,12,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/ca45273a-8c55-11f1-b8a9-02ffe44e7cf3/1999-pokemon-japanese-gym-2-holo-blaines-charizard-6-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2006 Pokemon EX Holon Phantoms Reverse Holo Mewtwo #24 CGC 10 GEM MINT,WA238 Lot: 11933,CGC10_GEM,EN,TCG,384.0,,,,1734.23,1,2026-07-26,0.54,324.0,3,2026-02-02,,,,15,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/403ab368-8b54-11f1-a6db-0a9c9e1f0b23/2006-pokemon-ex-holon-phantoms-reverse-holo-mewtwo-24-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Sandstorm Holo Flareon #5 CGC 10 GEM MINT,WA238 Lot: 11257,CGC10_GEM,EN,TCG,252.0,,,,654.91,1,2026-05-25,0.3,174.0,1,2023-10-03,,,,20,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/6649da96-8a89-11f1-881b-02fff561b66f/2003-pokemon-ex-sandstorm-holo-flareon-5-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2005 Pokemon EX Holo Deoxys ex #98 CGC 10 GEM MINT,WA238 Lot: 11777F1,CGC10_GEM,EN,TCG,252.0,,,,2399.99,1,2026-07-19,0.52,,,,,,,30,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/f6419d38-8c59-11f1-8515-06201c7f953b/2005-pokemon-ex-holo-deoxys-ex-98-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2005 Pokemon EX Unseen Forces Silvery Ocean Deck Holo Lugia #29 CGC 10 GEM MINT,WA238 Lot: 11835,CGC10_GEM,EN,TCG,240.0,,,,2032.83,2,2026-07-26,0.57,,,,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/66c1d8d2-86ad-11f1-a215-02ba9858bad3/2005-pokemon-ex-unseen-forces-silvery-ocean-deck-holo-lugia-29-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Sandstorm Reverse Holo Espeon #16 CGC 10 GEM MINT,WA238 Lot: 11274,CGC10_GEM,EN,TCG,240.0,,,,227.55,1,2026-06-27,0.43,276.0,1,2023-10-03,,,,20,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d578380-8a89-11f1-82e5-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-espeon-16-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2006 Pokemon EX Crystal Guardians Holo Sableye #10 CGC 10 PRISTINE,WA238 Lot: 11905F1,CGC10_PRISTINE,EN,TCG,240.0,,,,4090.1,1,2026-05-31,0.33,,,,,,,11,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/bb5a39ea-8d04-11f1-a59b-0a58a9feac02/2006-pokemon-ex-crystal-guardians-holo-sableye-10-cgc-10-pristine,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Fossil 1st Edition Dragonite #19 CGC 10 GEM MINT,WA238 Lot: 9882,CGC10_GEM,EN,TCG,210.0,,,,476.09,1,2026-07-04,0.46,321.0,4,2026-02-16,,,,34,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/66af72fe-89f1-11f1-af63-0a58a9feac02/1999-pokemon-fossil-1st-edition-dragonite-19-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2000 Pokemon Japanese Neo 3 Holo Starmie #121 CGC 10 PRISTINE,WA238 Lot: 10298F4,CGC10_PRISTINE,JA,TCG,204.0,,,,574.5,2,2026-06-09,0.36,,,,,,,13,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/3e1c866a-8d02-11f1-a784-0a58a9feac02/2000-pokemon-japanese-neo-3-holo-starmie-121-cgc-10-pristine,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2001 Pokemon League Black Star Promo Surfing Pikachu #28 CGC 10 GEM MINT,WA238 Lot: 10730,CGC10_GEM,EN,TCG,186.0,,,,342.01,1,2026-05-12,0.25,81.6,1,2025-03-17,,,,20,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/017ad260-8b82-11f1-b3de-0a58a9feac02/2001-pokemon-league-black-star-promo-surfing-pikachu-28-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2000 Pokemon Japanese Neo Premium File 2 Reverse Holo Entei #244 CGC 10 GEM MINT,WA238 Lot: 10588,CGC10_GEM,JA,TCG,144.0,,,,84.56,1,2026-05-16,0.27,96.0,6,2026-07-27,,,,15,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/13f20428-8af0-11f1-a8b6-02fff561b66f/2000-pokemon-japanese-neo-premium-file-2-reverse-holo-entei-244-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Japanese Neo Premium File Holo Typhlosion #157 CGC 10 PRISTINE,WA238 Lot: 10227,CGC10_PRISTINE,JA,TCG,138.0,,,,273.31,2,2026-06-30,0.49,53.2,29,2023-09-25,,,,9,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/66d853cc-89f1-11f1-babf-0a58a9feac02/1999-pokemon-japanese-neo-premium-file-holo-typhlosion-157-cgc-10-pristine,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2002 Pokemon Expedition Reverse Holo Clefable #7 CGC 10 GEM MINT,WA238 Lot: 10895,CGC10_GEM,EN,TCG,126.0,,,,807.35,2,2026-06-14,0.42,,,,,,,9,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/28135c02-89bc-11f1-b057-0a58a9feac02/2002-pokemon-expedition-reverse-holo-clefable-7-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Sandstorm Reverse Holo Eevee #63 CGC 10 GEM MINT,WA238 Lot: 11321,CGC10_GEM,EN,TCG,126.0,,,,461.88,1,2026-05-11,0.25,76.8,1,2024-12-09,,,,13,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d522ad4-8a89-11f1-a35f-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-eevee-63-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1996 Pokemon Japanese Bandai Carddass Vending Prism Mewtwo #150 CGC 10 GEM MINT,WA239 Lot: 11561,CGC10_GEM,JA,BANDAI,126.0,,,,990.5,1,2026-07-21,0.52,308.0,15,2025-07-07,,,,4,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/2b83ee86-8fb8-11f1-add4-06afdfaf8043/1996-pokemon-japanese-bandai-carddass-vending-prism-mewtwo-150-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Snorlax #100 CGC 10 PRISTINE,WA239 Lot: 12974F1,CGC10_PRISTINE,EN,TCG,126.0,,,,1080.0,1,2026-08-02,0.57,,,,,,,8,2026-08-17T02:00:00Z,https://www.fanaticscollect.com/weekly/c3af5cb6-91ef-11f1-98a3-0a58a9feac02/2003-pokemon-skyridge-snorlax-100-cgc-10-pristine,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2002 Pokemon Expedition Reverse Holo Cyndaquil #105 CGC 10 GEM MINT,WA238 Lot: 10971,CGC10_GEM,EN,TCG,115.2,,,,69.95,1,2026-07-05,0.46,,,,,,,10,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/2859719c-89bc-11f1-8f71-0a58a9feac02/2002-pokemon-expedition-reverse-holo-cyndaquil-105-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2005 Pokemon EX Delta Species Ditto Mr. Mime #38 CGC 10 GEM MINT,WA238 Lot: 11739,CGC10_GEM,EN,TCG,86.4,,,,543.98,1,2026-06-17,0.39,34.8,1,2025-12-15,,,,10,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e3566e80-81e9-11f1-a628-0a3a9ed2834f/2005-pokemon-ex-delta-species-ditto-mr-mime-38-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Sandstorm Reverse Holo Ludicolo #7 CGC 10 GEM MINT,WA238 Lot: 11260,CGC10_GEM,EN,TCG,79.2,,,,121.41,1,2026-05-25,0.3,56.4,1,2023-10-16,,,,8,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d67d49c-8a89-11f1-9e1e-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-ludicolo-7-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Japanese Bandai Sealdass Fancy Graffiti Part 2 Scrapbook Pikachu Gengar #22 CGC 10,WA238 Lot: 18319F2,CGC10_UNSPEC,JA,BANDAI,76.8,,,,177.51,1,2026-08-02,0.57,,,,,,,20,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/57d8e54c-8ce6-11f1-be78-0a58a9feac02/1999-pokemon-japanese-bandai-sealdass-fancy-graffiti-part-2-scrapbook-pikachu-gengar-22-cgc-10,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Dragon Reverse Holo Altaria #2 CGC 10 GEM MINT,WA238 Lot: 11107,CGC10_GEM,EN,TCG,64.8,,,,160.25,1,2026-07-26,0.54,38.4,1,2023-09-25,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31dc3268-8629-11f1-b088-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-altaria-2-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Japanese Neo Premium File Holo Feraligatr #160 CGC 10 PRISTINE,WA238 Lot: 10232,CGC10_PRISTINE,JA,TCG,62.4,,,,328.37,2,2026-06-20,0.41,72.0,23,2026-04-20,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/66daada2-89f1-11f1-a8a6-0a58a9feac02/1999-pokemon-japanese-neo-premium-file-holo-feraligatr-160-cgc-10-pristine,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Sandstorm Reverse Holo Natu #69 CGC 10 GEM MINT,WA238 Lot: 11328,CGC10_GEM,EN,TCG,54.0,,,,69.99,1,2026-05-16,0.27,,,,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/4d3ce49e-8a89-11f1-9291-02fff561b66f/2003-pokemon-ex-sandstorm-reverse-holo-natu-69-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Reverse Holo Machoke #38 CGC 10 GEM MINT,WA238 Lot: 11388,CGC10_GEM,EN,TCG,49.2,,,,96.12,1,2026-06-02,0.33,86.4,3,2026-03-09,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/3196cf66-8629-11f1-a90f-02ba9858bad3/2003-pokemon-skyridge-reverse-holo-machoke-38-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2004 Pokemon EX Team Rocket Returns Dratini #53 CGC 10 GEM MINT,WA238 Lot: 11669,CGC10_GEM,EN,TCG,43.2,,,,350.0,2,2026-05-30,0.19,,,,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/a9fdfb9c-8b87-11f1-a2fa-06b280e0690b/2004-pokemon-ex-team-rocket-returns-dratini-53-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Fossil Kabuto #50 CGC 10 GEM MINT,WA238 Lot: 9857F2,CGC10_GEM,EN,TCG,42.0,,,,76.18,2,2026-05-30,0.32,21.6,7,2026-07-20,,,,9,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/c3bce508-8d5c-11f1-9445-0a58a9feac02/1999-pokemon-fossil-kabuto-50-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2000 Pokemon Gym Challenge Lt. Surge's Jolteon #28 CGC 10 GEM MINT,WA238 Lot: 10434F1,CGC10_GEM,EN,TCG,38.4,,,,80.59,1,2026-05-12,0.25,52.8,2,2026-08-03,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/9746b4b2-8fb0-11f1-819e-02ffdc89de75/2000-pokemon-gym-challenge-lt-surges-jolteon-28-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Ex Dragon Reverse Holo Salamence #19 CGC 10 GEM MINT,WA238 Lot: 11132,CGC10_GEM,EN,TCG,37.2,,,,103.83,1,2026-07-26,0.54,49.2,1,2023-09-25,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/27c98b54-89bc-11f1-ac50-0a58a9feac02/2003-pokemon-ex-dragon-reverse-holo-salamence-19-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2002 Pokemon Expedition Reverse Holo Cloyster #42 CGC 10 GEM MINT,WA238 Lot: 10930,CGC10_GEM,EN,TCG,33.6,,,,63.59,1,2026-06-04,0.34,39.6,1,2025-02-24,,,,10,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/28204b9c-89bc-11f1-9618-0a58a9feac02/2002-pokemon-expedition-reverse-holo-cloyster-42-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2000 Pokemon Black Star Promo Zapdos #23 CGC 10 GEM MINT,WA238 Lot: 10361,CGC10_GEM,EN,TCG,33.6,,,,57.91,1,2026-05-25,0.3,42.0,15,2026-02-23,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/a4e45f08-89ce-11f1-8316-0a58a9feac02/2000-pokemon-black-star-promo-zapdos-23-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Dragon Reverse Holo Camerupt #24 CGC 10 GEM MINT,WA238 Lot: 11135,CGC10_GEM,EN,TCG,32.4,,,,32.59,2,2026-07-19,0.44,31.2,1,2023-09-25,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/31e73000-8629-11f1-bb4f-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-camerupt-24-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,1997 Pokemon Japanese Topsun VS Series Omanyte #138 CGC 10 GEM MINT,WA238 Lot: 9448F2,CGC10_GEM,JA,TOPSUN,32.4,,,,113.88,1,2026-06-08,0.36,33.6,2,2026-08-03,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/020d28ca-8c97-11f1-a389-0a58a9feac02/1997-pokemon-japanese-topsun-vs-series-omanyte-138-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2000 Pokemon Black Star Promo Articuno #22 CGC 10 GEM MINT,WA238 Lot: 10359,CGC10_GEM,EN,TCG,31.2,,,,87.74,2,2026-05-25,0.33,49.2,9,2026-02-23,,,,7,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/a4c9bd60-89ce-11f1-b82a-0a58a9feac02/2000-pokemon-black-star-promo-articuno-22-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2000 Pokemon Black Star Promo Moltres #21 CGC 10 GEM MINT,WA238 Lot: 10357,CGC10_GEM,EN,TCG,31.2,,,,61.84,1,2026-05-29,0.32,49.2,15,2026-02-23,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/a4e8202a-89ce-11f1-9ea9-0a58a9feac02/2000-pokemon-black-star-promo-moltres-21-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Fossil 1st Edition Tentacruel #44 CGC 10 GEM MINT,WA238 Lot: 9900,CGC10_GEM,EN,TCG,31.2,,,,75.59,2,2026-07-13,0.51,37.2,6,2025-09-29,,,,11,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/66afd672-89f1-11f1-bbf7-0a58a9feac02/1999-pokemon-fossil-1st-edition-tentacruel-44-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2004 Pokemon EX Fire Red & Leaf Green Reverse Holo Diglett #61 CGC 10 GEM MINT,WA238 Lot: 11458,CGC10_GEM,EN,TCG,26.4,,,,29.57,1,2026-05-23,0.3,32.4,1,2023-10-09,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e3009000-81e9-11f1-81d7-02c048b96a0d/2004-pokemon-ex-fire-red-leaf-green-reverse-holo-diglett-61-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2007 Pokemon EX Power Keepers Holo Aggron #1 CGC 10 GEM MINT,WA238 Lot: 12088,CGC10_GEM,EN,TCG,26.4,,,,139.46,2,2026-06-21,0.37,74.4,1,2025-05-05,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/e385b6ae-81e9-11f1-a01e-0a58a9feac02/2007-pokemon-ex-power-keepers-holo-aggron-1-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Dragon Reverse Holo Nincada #67 CGC 10 GEM MINT,WA238 Lot: 11193,CGC10_GEM,EN,TCG,26.4,,,,30.62,1,2026-07-17,0.51,35.6,3,2026-04-13,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb62c6d8-86ac-11f1-b30e-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-nincada-67-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2004 Pokemon Ex Fire Red & Leaf Green Rarity Error Gastly #63 CGC 10 GEM MINT,WA238 Lot: 11461,CGC10_GEM,EN,TCG,26.4,,,,32.77,1,2026-05-29,0.32,31.2,6,2026-06-01,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/a9cce098-8b87-11f1-9a3b-0a58a9feac02/2004-pokemon-ex-fire-red-leaf-green-rarity-error-gastly-63-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1997 Pokemon Japanese Topsun VS Series Kadabra #064 CGC 10 GEM MINT,WA238 Lot: 9448F1,CGC10_GEM,JA,TOPSUN,26.4,,,,98.76,2,2026-06-11,0.36,49.2,3,2026-08-03,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02026156-8c97-11f1-a281-0a58a9feac02/1997-pokemon-japanese-topsun-vs-series-kadabra-064-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon EX Dragon Reverse Holo Grimer #57 CGC 10 GEM MINT,WA238 Lot: 11178,CGC10_GEM,EN,TCG,25.2,,,,60.23,1,2026-06-04,0.34,39.6,2,2025-10-06,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/eb511154-86ac-11f1-b72f-02ba9858bad3/2003-pokemon-ex-dragon-reverse-holo-grimer-57-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2002 Pokemon Expedition Tauros #133 CGC 10 GEM MINT,WA238 Lot: 10989F1,CGC10_GEM,EN,TCG,25.2,,,,179.25,1,2026-05-24,0.3,26.4,5,2026-06-01,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/36b8e624-8aa1-11f1-b4bf-0a58a9feac02/2002-pokemon-expedition-tauros-133-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2000 Pokemon Spanish World Collection Pikachu #26 CGC 10 GEM MINT,WA238 Lot: 10366,CGC10_GEM,EN,TCG,24.0,,,,245.35,1,2026-07-12,0.49,64.8,1,2025-06-30,,,,7,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/13b3a106-8af0-11f1-b5a3-02fff561b66f/2000-pokemon-spanish-world-collection-pikachu-26-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Aquapolis Slowbro #33 CGC 10 GEM MINT,WA238 Lot: 11080F2,CGC10_GEM,EN,TCG,24.0,,,,201.17,1,2026-05-11,0.25,48.0,3,2026-04-20,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/dcb074c6-8e38-11f1-9908-0a58a9feac02/2003-pokemon-aquapolis-slowbro-33-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1997 Pokemon Japanese Topsun VS Series Lickitung #108 CGC 10 GEM MINT,WA238 Lot: 9448F6,CGC10_GEM,JA,TOPSUN,21.6,,,,57.37,1,2026-06-11,0.37,28.2,2,2026-08-03,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02026d86-8c97-11f1-ba78-0a58a9feac02/1997-pokemon-japanese-topsun-vs-series-lickitung-108-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1997 Pokemon Japanese Topsun VS Series Poliwag #060 CGC 10 GEM MINT,WA238 Lot: 9448F3,CGC10_GEM,JA,TOPSUN,20.4,,,,88.97,1,2026-05-22,0.29,34.8,3,2026-08-03,,,,4,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0200c0a8-8c97-11f1-bd39-0ab1bf330cab/1997-pokemon-japanese-topsun-vs-series-poliwag-060-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1997 Pokemon Japanese Topsun VS Series Clefairy #035 CGC 10 GEM MINT,WA238 Lot: 9448F4,CGC10_GEM,JA,TOPSUN,20.4,,,,300.0,2,2026-08-02,0.58,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/02077a88-8c97-11f1-ae6f-0a079a551dc1/1997-pokemon-japanese-topsun-vs-series-clefairy-035-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,1997 Pokemon Japanese Topsun VS Series Rattata #019 CGC 10 PRISTINE,WA238 Lot: 9448F5,CGC10_PRISTINE,JA,TOPSUN,20.4,,,,300.0,1,2026-07-13,0.49,,,,,,,3,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/0207d960-8c97-11f1-bac5-0a58a9feac02/1997-pokemon-japanese-topsun-vs-series-rattata-019-cgc-10-pristine,only 1 eBay sale(s) in 90 days — illiquid
REJECT,1999 Pokemon Fossil Grimer #48 CGC 10 GEM MINT,WA238 Lot: 9855F2,CGC10_GEM,EN,TCG,20.4,,,,28.46,2,2026-08-02,0.56,17.2,6,2026-06-15,,,,7,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/d8db1574-9007-11f1-b5a9-0a58a9feac02/1999-pokemon-fossil-grimer-48-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2005 Pokemon EX Unseen Forces Reverse Holo Chikorita #51 CGC 10 GEM MINT,WA238 Lot: 11845,CGC10_GEM,EN,TCG,19.2,,,,114.29,2,2026-05-24,0.29,189.0,2,2026-03-30,,,,6,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/9b79f39c-88ac-11f1-b70e-0a58a9feac02/2005-pokemon-ex-unseen-forces-reverse-holo-chikorita-51-cgc-10-gem-mint,only 2 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Skyridge Moltres #21 CGC 10 GEM MINT,WA238 Lot: 11380F1,CGC10_GEM,EN,TCG,19.2,,,,121.54,1,2026-05-27,0.31,62.4,1,2026-04-20,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/675ce8fa-8d2d-11f1-b1a9-0a58a9feac02/2003-pokemon-skyridge-moltres-21-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
REJECT,2003 Pokemon Aquapolis Slowking #34 CGC 10 GEM MINT,WA238 Lot: 11080F3,CGC10_GEM,EN,TCG,19.2,,,,70.46,1,2026-06-07,0.35,43.2,3,2026-04-20,,,,5,2026-08-10T02:00:00Z,https://www.fanaticscollect.com/weekly/dc85b0ec-8e38-11f1-a9d4-0a07ace46759/2003-pokemon-aquapolis-slowking-34-cgc-10-gem-mint,only 1 eBay sale(s) in 90 days — illiquid
